CCAA;AÑO;SECTOR ;SEXO;Tasa de paro;%_inactivos;TASA_DE_ACTIVIDAD;%_ocup;%act_educ
            19 Melilla;2018;Artes, humanidades y lenguas;Mujeres;0.00;0.0;72.11;0.0;9.3
            01 Andalucía;2018;Ciencias sociales, periodismo y documentación;Mujeres;14.39;0.5;72.86;2.4;4.4
            02 Aragón;2018;Ciencias sociales, periodismo y documentación;Mujeres;10.65;0.7;95.57;3.6;3.6
            03 Asturias, Principado de;2018;Ciencias sociales, periodismo y documentación;Mujeres;17.05;0.9;91.15;3.5;3.0
            04 Balears, Illes;2018;Ciencias sociales, periodismo y documentación;Mujeres;0.00;0.5;60.43;2.0;2.3
            05 Canarias;2018;Ciencias sociales, periodismo y documentación;Mujeres;10.38;1.4;84.55;1.3;3.4
            06 Cantabria;2018;Ciencias sociales, periodismo y documentación;Mujeres;26.65;1.4;74.76;4.5;4.4
            07 Castilla y León;2018;Ciencias sociales, periodismo y documentación;Mujeres;11.69;0.8;88.80;2.0;4.9
            08 Castilla - La Mancha;2018;Ciencias sociales, periodismo y documentación;Mujeres;14.53;0.6;84.55;1.4;3.1
            09 Cataluña;2018;Ciencias sociales, periodismo y documentación;Mujeres;11.23;0.4;88.62;3.5;5.8
            10 Comunitat Valenciana;2018;Ciencias sociales, periodismo y documentación;Mujeres;14.34;1.1;73.32;3.6;4.6
            11 Extremadura;2018;Ciencias sociales, periodismo y documentación;Mujeres;5.13;0.0;88.80;1.4;3.1
            12 Galicia;2018;Ciencias sociales, periodismo y documentación;Mujeres;11.35;0.5;78.40;2.6;4.8
            13 Madrid, Comunidad de;2018;Ciencias sociales, periodismo y documentación;Mujeres;1.23;1.2;76.16;2.8;4.9
            14 Murcia, Región de;2018;Ciencias sociales, periodismo y documentación;Mujeres;25.62;0.7;76.50;1.9;2.9
            15 Navarra, Comunidad Foral de;2018;Ciencias sociales, periodismo y documentación;Mujeres;0.00;0.6;88.95;2.1;3.0
            16 País Vasco;2018;Ciencias sociales, periodismo y documentación;Mujeres;1.23;1.5;91.86;3.6;6.4
            17 Rioja, La;2018;Ciencias sociales, periodismo y documentación;Mujeres;6.52;0.2;87.39;2.0;5.2
            18 Ceuta;2018;Ciencias sociales, periodismo y documentación;Mujeres;..;0.0;0.00;1.5;7.7
            19 Melilla;2018;Ciencias sociales, periodismo y documentación;Mujeres;100.00;0.0;100.00;2.7;8.0
            01 Andalucía;2018; Negocios, administración y derecho;Mujeres;21.01;0.8;75.19;1.2;26.8
            02 Aragón;2018; Negocios, administración y derecho;Mujeres;13.19;0.2;83.73;3.0;27.5
            03 Asturias, Principado de;2018; Negocios, administración y derecho;Mujeres;11.17;1.1;72.87;2.6;26.8
            04 Balears, Illes;2018; Negocios, administración y derecho;Mujeres;8.37;0.0;81.60;3.5;22.7
            05 Canarias;2018; Negocios, administración y derecho;Mujeres;19.65;0.5;79.63;2.5;24.9
            06 Cantabria;2018; Negocios, administración y derecho;Mujeres;12.05;0.8;68.85;1.4;33.3
            07 Castilla y León;2018; Negocios, administración y derecho;Mujeres;11.01;0.6;79.76;2.6;24.1
            08 Castilla - La Mancha;2018; Negocios, administración y derecho;Mujeres;19.83;0.5;88.76;1.5;20.8
            09 Cataluña;2018; Negocios, administración y derecho;Mujeres;8.17;1.4;85.54;3.7;25.6
            10 Comunitat Valenciana;2018; Negocios, administración y derecho;Mujeres;12.63;1.6;79.15;2.7;27.6
            11 Extremadura;2018; Negocios, administración y derecho;Mujeres;31.88;0.5;83.36;1.5;25.9
            12 Galicia;2018; Negocios, administración y derecho;Mujeres;14.88;0.5;82.43;2.4;25.7
            13 Madrid, Comunidad de;2018; Negocios, administración y derecho;Mujeres;8.12;0.8;79.84;3.1;21.9
            14 Murcia, Región de;2018; Negocios, administración y derecho;Mujeres;15.71;1.2;84.60;1.7;27.2
            15 Navarra, Comunidad Foral de;2018; Negocios, administración y derecho;Mujeres;6.78;0.5;74.28;3.2;31.3
            16 País Vasco;2018; Negocios, administración y derecho;Mujeres;6.82;1.0;68.63;3.5;27.7
            17 Rioja, La;2018; Negocios, administración y derecho;Mujeres;6.96;1.2;81.30;1.5;26.5
            18 Ceuta;2018; Negocios, administración y derecho;Mujeres;39.23;1.0;75.92;0.0;17.6
            19 Melilla;2018; Negocios, administración y derecho;Mujeres;21.12;0.0;100.00;0.0;14.2
            01 Andalucía;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;12.54;0.4;79.01;2.7;3.4
            02 Aragón;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;1.16;1.2;78.90;2.9;3.3
            03 Asturias, Principado de;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;10.46;1.2;67.81;3.3;4.4
            04 Balears, Illes;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;0.00;0.2;73.42;1.0;3.0
            05 Canarias;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;20.15;1.9;75.07;1.5;1.4
            06 Cantabria;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;0.00;0.2;73.68;2.3;3.9
            07 Castilla y León;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;8.13;0.6;80.65;3.3;2.4
            08 Castilla - La Mancha;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;24.72;0.2;85.11;1.3;4.0
            09 Cataluña;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;11.49;0.5;84.10;2.4;5.0
            10 Comunitat Valenciana;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;11.29;1.0;84.39;1.7;3.1
            11 Extremadura;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;39.37;0.3;72.63;1.2;3.1
            12 Galicia;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;19.45;0.4;78.79;2.2;3.0
            13 Madrid, Comunidad de;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;17.23;0.4;82.49;2.3;4.8
            14 Murcia, Región de;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;14.12;0.7;81.21;1.7;2.5
            15 Navarra, Comunidad Foral de;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;0.00;0.6;91.07;3.5;2.8
            16 País Vasco;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;7.48;1.4;83.98;3.6;4.8
            17 Rioja, La;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;0.00;0.0;77.20;2.5;5.1
            18 Ceuta;2018;Ciencias naturales, químicas, físicas y matemáticas;Mujeres;..;..;..;..;..
            19 Melilla;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;..;..;0.00;..;3.7
            01 Andalucía;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;19.70;0.5;72.81;1.8;1.3
            02 Aragón;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;0.00;1.2;64.26;3.3;1.9
            03 Asturias, Principado de;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;15.57;1.0;86.10;2.0;1.8
            04 Balears, Illes;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;0.00;0.4;100.00;1.5;0.7
            05 Canarias;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;24.24;0.8;82.57;1.0;1.7
            06 Cantabria;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;9.19;0.7;80.26;1.1;1.3
            07 Castilla y León;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;17.47;0.6;90.15;3.1;2.1
            08 Castilla - La Mancha;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;12.73;0.5;76.64;1.9;1.3
            09 Cataluña;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;0.00;0.7;92.83;2.9;1.2
            10 Comunitat Valenciana;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;0.00;0.8;87.74;2.6;1.2
            11 Extremadura;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;38.64;0.7;85.76;1.2;2.5
            12 Galicia;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;13.37;0.5;77.83;2.3;1.8
            13 Madrid, Comunidad de;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;13.43;1.0;87.91;2.9;4.4
            14 Murcia, Región de;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;11.03;0.3;75.06;2.4;1.9
            15 Navarra, Comunidad Foral de;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;0.00;0.4;100.00;4.6;1.0
            16 País Vasco;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;3.78;1.1;96.05;3.5;3.3
            17 Rioja, La;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;0.00;1.5;100.00;3.3;0.4
            18 Ceuta;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;..;..;..;..;4.1
            19 Melilla;2018;Tecnologías de la información y las comunicaciones (TIC);Mujeres;0.00;1.7;100.00;0.0;0.0
            01 Andalucía;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;12.69;0.4;84.00;1.5;2.8
            02 Aragón;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;8.01;1.0;72.96;1.9;4.5
            03 Asturias, Principado de;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;8.03;0.7;68.54;2.9;2.8
            04 Balears, Illes;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;0.00;0.0;90.07;1.5;2.2
            05 Canarias;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;17.22;0.2;48.56;1.6;1.5
            06 Cantabria;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;9.02;0.9;91.07;1.5;1.9
            07 Castilla y León;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;13.80;0.9;82.80;1.2;4.3
            08 Castilla - La Mancha;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;17.61;0.3;89.53;2.5;2.7
            09 Cataluña;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;12.14;0.4;86.33;2.6;4.1
            10 Comunitat Valenciana;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;16.04;0.6;64.05;3.2;3.6
            11 Extremadura;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;48.60;0.2;83.22;2.2;2.0
            12 Galicia;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;21.42;0.7;84.12;2.0;3.5
            13 Madrid, Comunidad de;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;14.24;0.4;88.59;3.3;3.4
            14 Murcia, Región de;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;36.54;0.5;77.06;1.8;3.2
            15 Navarra, Comunidad Foral de;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;0.00;0.3;87.08;5.2;5.0
            16 País Vasco;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;6.68;1.1;72.93;4.8;4.0
            17 Rioja, La;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;45.08;0.7;100.00;2.2;4.9
            18 Ceuta;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;..;0.0;..;3.3;..
            19 Melilla;2018;"Mecánica, electrónica y otra formación técnica; industria y construcción";Mujeres;..;0.0;..;0.0;..
            01 Andalucía;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;6.81;0.1;87.36;0.5;0.6
            02 Aragón;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;9.96;0.4;88.94;0.9;1.6
            03 Asturias, Principado de;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;0.1;82.09;0.9;0.3
            04 Balears, Illes;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;0.5;100.00;0.0;0.0
            05 Canarias;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;0.3;100.00;0.6;0.2
            06 Cantabria;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;63.05;0.0;100.00;0.5;1.2
            07 Castilla y León;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;11.97;0.3;81.18;1.4;1.3
            08 Castilla - La Mancha;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;41.83;0.4;87.32;0.8;1.2
            09 Cataluña;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;9.83;0.0;87.90;0.5;0.4
            10 Comunitat Valenciana;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;0.1;72.26;0.8;0.4
            11 Extremadura;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;0.3;100.00;1.7;1.0
            12 Galicia;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;11.91;0.2;92.93;0.9;0.9
            13 Madrid, Comunidad de;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;9.81;0.2;100.00;0.3;0.7
            14 Murcia, Región de;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;0.1;100.00;1.3;0.2
            15 Navarra, Comunidad Foral de;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;0.2;75.34;1.8;0.6
            16 País Vasco;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;59.00;0.5;81.52;0.2;0.5
            17 Rioja, La;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;0.0;100.00;1.2;0.3
            18 Ceuta;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;100.00;..;100.00;..;..
            19 Melilla;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;..;..;..;..;..
            01 Andalucía;2018;Salud y servicios sociales;Mujeres;14.64;0.5;75.78;0.7;17.2
            02 Aragón;2018;Salud y servicios sociales;Mujeres;7.36;0.1;81.27;0.5;16.8
            03 Asturias, Principado de;2018;Salud y servicios sociales;Mujeres;9.44;0.0;74.13;1.0;18.0
            04 Balears, Illes;2018;Salud y servicios sociales;Mujeres;3.62;0.0;85.19;0.1;11.6
            05 Canarias;2018;Salud y servicios sociales;Mujeres;9.82;0.0;78.52;0.5;14.4
            06 Cantabria;2018;Salud y servicios sociales;Mujeres;10.57;0.0;76.84;0.3;14.4
            07 Castilla y León;2018;Salud y servicios sociales;Mujeres;9.25;0.3;78.79;1.1;18.5
            08 Castilla - La Mancha;2018;Salud y servicios sociales;Mujeres;9.49;0.2;84.93;0.7;22.7
            09 Cataluña;2018;Salud y servicios sociales;Mujeres;4.68;0.0;78.42;0.5;15.1
            10 Comunitat Valenciana;2018;Salud y servicios sociales;Mujeres;7.16;0.2;78.32;1.4;15.9
            11 Extremadura;2018;Salud y servicios sociales;Mujeres;19.20;0.7;82.33;2.0;20.1
            12 Galicia;2018;Salud y servicios sociales;Mujeres;7.13;0.2;80.97;1.0;17.8
            13 Madrid, Comunidad de;2018;Salud y servicios sociales;Mujeres;6.75;0.1;78.81;0.6;13.2
            14 Murcia, Región de;2018;Salud y servicios sociales;Mujeres;7.12;0.0;76.42;0.7;24.3
            15 Navarra, Comunidad Foral de;2018;Salud y servicios sociales;Mujeres;4.14;0.2;83.60;1.4;18.2
            16 País Vasco;2018;Salud y servicios sociales;Mujeres;0.69;0.1;77.75;0.5;16.6
            17 Rioja, La;2018;Salud y servicios sociales;Mujeres;1.74;0.0;88.35;1.3;18.9
            18 Ceuta;2018;Salud y servicios sociales;Mujeres;23.31;..;77.05;..;20.6
            19 Melilla;2018;Salud y servicios sociales;Mujeres;10.87;..;100.00;..;18.7
            01 Andalucía;2018;Servicios;Mujeres;24.16;0.2;72.04;0.6;7.3
            02 Aragón;2018;Servicios;Mujeres;9.19;0.3;78.90;0.8;7.8
            03 Asturias, Principado de;2018;Servicios;Mujeres;19.40;0.0;71.82;0.4;7.8
            04 Balears, Illes;2018;Servicios;Mujeres;15.00;0.2;81.62;1.0;9.6
            05 Canarias;2018;Servicios;Mujeres;17.56;0.3;74.19;0.1;8.3
            06 Cantabria;2018;Servicios;Mujeres;16.60;0.0;59.43;0.2;9.5
            07 Castilla y León;2018;Servicios;Mujeres;25.71;0.2;75.21;1.8;7.3
            08 Castilla - La Mancha;2018;Servicios;Mujeres;26.01;0.3;81.62;0.6;6.5
            09 Cataluña;2018;Servicios;Mujeres;11.05;0.0;78.63;0.6;6.5
            10 Comunitat Valenciana;2018;Servicios;Mujeres;25.27;0.3;81.83;1.2;6.3
            11 Extremadura;2018;Servicios;Mujeres;25.10;0.2;74.97;0.2;5.3
            12 Galicia;2018;Servicios;Mujeres;12.80;0.2;82.68;1.0;8.6
            13 Madrid, Comunidad de;2018;Servicios;Mujeres;15.55;0.1;73.85;0.8;4.9
            14 Murcia, Región de;2018;Servicios;Mujeres;21.65;0.1;67.42;0.8;4.9
            15 Navarra, Comunidad Foral de;2018;Servicios;Mujeres;6.52;0.3;78.36;1.3;9.4
            16 País Vasco;2018;Servicios;Mujeres;24.23;0.0;73.55;0.4;6.1
            17 Rioja, La;2018;Servicios;Mujeres;42.87;0.4;95.76;1.4;6.6
            18 Ceuta;2018;Servicios;Mujeres;71.84;..;100.00;..;4.0
            19 Melilla;2018;Servicios;Mujeres;0.00;..;36.53;..;8.9
            01 Andalucía;2018;Sectores desconocidos o no especificados;Mujeres;46.22;0.2;13.79;0.2;0.6
            02 Aragón;2018;Sectores desconocidos o no especificados;Mujeres;58.81;0.1;24.40;0.8;0.0
            03 Asturias, Principado de;2018;Sectores desconocidos o no especificados;Mujeres;..;0.4;0.00;1.6;0.8
